Time	af_var_linked	linked_F	linked_Ne	af_var_unlinked	unlinked_F	unlinked_Ne
10	2.22846e-06	8.90335e-06	561584.0	2.44363e-06	9.74784e-06	512932.0
1010	2.38948e-06	9.6127e-06	520143.0	2.75919e-06	1.10624e-05	451978.0
2010	2.2687e-06	9.06461e-06	551593.0	2.43015e-06	9.71391e-06	514724.0
3010	2.61917e-06	1.0475e-05	477322.0	2.49329e-06	9.93891e-06	503071.0
4010	2.48198e-06	9.9146e-06	504304.0	2.38839e-06	9.54968e-06	523575.0
5010	2.45625e-06	9.81271e-06	509541.0	2.53504e-06	1.01399e-05	493097.0
6010	2.52778e-06	1.01165e-05	494239.0	2.65378e-06	1.05829e-05	472458.0
7010	2.41662e-06	9.66026e-06	517582.0	2.63735e-06	1.05751e-05	472807.0
8010	2.48121e-06	9.91302e-06	504385.0	1.94493e-06	7.75323e-06	644890.0
9010	2.20021e-06	8.79808e-06	568303.0	2.47856e-06	9.89932e-06	505083.0
10010	2.49209e-06	9.97673e-06	501164.0	2.55696e-06	1.02216e-05	489157.0
