Time	af_var_linked	linked_F	linked_Ne	af_var_unlinked	unlinked_F	unlinked_Ne
10	2.85841e-06	1.14187e-05	437878.0	2.92024e-06	1.16562e-05	428956.0
1010	2.69628e-06	1.07697e-05	464263.0	2.52476e-06	1.0063e-05	496867.0
2010	2.70696e-06	1.08126e-05	462419.0	2.52066e-06	1.00661e-05	496716.0
3010	2.65276e-06	1.06237e-05	470642.0	2.19439e-06	8.74879e-06	571505.0
4010	2.61266e-06	1.04809e-05	477054.0	2.51854e-06	1.01254e-05	493806.0
5010	2.54116e-06	1.01593e-05	492159.0	2.44094e-06	9.73758e-06	513472.0
6010	2.6511e-06	1.0665e-05	468819.0	2.4593e-06	9.80601e-06	509889.0
7010	2.51646e-06	1.00961e-05	495237.0	2.68921e-06	1.07396e-05	465563.0
8010	2.7868e-06	1.1131e-05	449192.0	2.44206e-06	9.7363e-06	513539.0
9010	2.74437e-06	1.09661e-05	455948.0	2.3346e-06	9.31776e-06	536607.0
10010	2.64696e-06	1.07184e-05	466483.0	2.68322e-06	1.0705e-05	467068.0
