Time	af_var_linked	linked_F	linked_Ne	af_var_unlinked	unlinked_F	unlinked_Ne
10	2.71978e-06	1.0877e-05	459681.0	2.45999e-06	9.83589e-06	508340.0
1010	2.76753e-06	1.1061e-05	452036.0	2.28665e-06	9.1391e-06	547097.0
2010	2.54042e-06	1.01551e-05	492363.0	2.72748e-06	1.09204e-05	457858.0
3010	2.825e-06	1.12933e-05	442738.0	2.77307e-06	1.10527e-05	452377.0
4010	2.62289e-06	1.05068e-05	475878.0	2.4272e-06	9.68245e-06	516396.0
5010	2.64557e-06	1.05792e-05	472624.0	2.18472e-06	8.70866e-06	574139.0
6010	2.65933e-06	1.06712e-05	468549.0	2.45913e-06	9.80272e-06	510060.0
7010	2.72478e-06	1.08846e-05	459361.0	2.73939e-06	1.09267e-05	457593.0
8010	2.2912e-06	9.15284e-06	546276.0	2.7956e-06	1.1198e-05	446506.0
9010	2.46789e-06	9.85774e-06	507213.0	2.21753e-06	8.83949e-06	565641.0
10010	2.59369e-06	1.04846e-05	476890.0	2.66583e-06	1.08905e-05	459115.0
