Time	af_var_linked	linked_F	linked_Ne	af_var_unlinked	unlinked_F	unlinked_Ne
10	2.82589e-06	1.13133e-05	441956.0	3.21498e-06	1.28619e-05	388743.0
1010	3.13664e-06	1.25847e-05	397307.0	2.78831e-06	1.1399e-05	438634.0
2010	2.97769e-06	1.18938e-05	420385.0	2.85029e-06	1.14039e-05	438445.0
3010	3.01855e-06	1.20653e-05	414408.0	2.60389e-06	1.04248e-05	479623.0
4010	3.205e-06	1.28308e-05	389686.0	3.17545e-06	1.26701e-05	394626.0
5010	3.31929e-06	1.32816e-05	376458.0	2.91525e-06	1.19329e-05	419006.0
6010	2.86991e-06	1.1473e-05	435802.0	3.21836e-06	1.28275e-05	389786.0
7010	3.22148e-06	1.28739e-05	388381.0	3.39739e-06	1.35432e-05	369186.0
8010	2.90766e-06	1.16138e-05	430520.0	2.89912e-06	1.17443e-05	425736.0
9010	3.03251e-06	1.21178e-05	412612.0	2.94369e-06	1.17486e-05	425579.0
10010	2.95537e-06	1.18147e-05	423200.0	2.91363e-06	1.17652e-05	424981.0
