Time	af_var_linked	linked_F	linked_Ne	af_var_unlinked	unlinked_F	unlinked_Ne
10	2.13227e-06	8.51935e-06	586897.0	2.34027e-06	9.33266e-06	535750.0
1010	2.37981e-06	9.50548e-06	526010.0	2.73293e-06	1.09042e-05	458535.0
2010	2.53046e-06	1.01096e-05	494577.0	2.14995e-06	8.57818e-06	582871.0
3010	2.60281e-06	1.03963e-05	480938.0	2.43459e-06	9.73027e-06	513858.0
4010	2.33794e-06	9.39964e-06	531933.0	2.28826e-06	9.17336e-06	545054.0
5010	2.56175e-06	1.02366e-05	488442.0	2.48394e-06	9.97994e-06	501002.0
6010	2.60883e-06	1.04313e-05	479326.0	2.54602e-06	1.01612e-05	492065.0
7010	2.52065e-06	1.00884e-05	495615.0	2.55793e-06	1.03673e-05	482281.0
8010	2.61653e-06	1.04516e-05	478395.0	2.44534e-06	9.74981e-06	512828.0
9010	2.56082e-06	1.02295e-05	488781.0	2.81271e-06	1.14229e-05	437716.0
10010	2.36614e-06	9.47381e-06	527768.0	2.46421e-06	9.8241e-06	508950.0
