Time	af_var_linked	linked_F	linked_Ne	af_var_unlinked	unlinked_F	unlinked_Ne
10	0.000105636	0.000422907	11820.4	0.000106565	0.000425576	11746.3
1010	8.27712e-05	0.000330618	15120.7	8.74303e-05	0.000350065	14280.6
2010	6.38309e-05	0.00025559	19560.1	5.84001e-05	0.000232892	21466.7
3010	5.93705e-05	0.000237231	21074.0	4.96305e-05	0.000198058	25242.6
4010	6.55302e-05	0.000262336	19057.0	6.23222e-05	0.000248469	20120.7
5010	5.13629e-05	0.00020516	24368.7	4.03019e-05	0.000161081	31037.8
6010	8.57583e-05	0.000345124	14485.0	8.96713e-05	0.000358447	13946.6
7010	7.23994e-05	0.000289354	17277.3	7.25101e-05	0.000291005	17179.3
8010	6.58036e-05	0.000263163	18997.1	6.16658e-05	0.00024579	20340.1
9010	4.91006e-05	0.000196262	25473.6	4.62326e-05	0.000184278	27130.4
10010	8.05119e-05	0.000321607	15544.4	6.94474e-05	0.000276831	18059.0
