Time	af_var_linked	linked_F	linked_Ne	af_var_unlinked	unlinked_F	unlinked_Ne
10	2.44622e-06	9.77983e-06	511254.0	2.77891e-06	1.1079e-05	451303.0
1010	2.31905e-06	9.2707e-06	539331.0	2.59864e-06	1.03593e-05	482658.0
2010	2.48498e-06	9.92906e-06	503570.0	2.48113e-06	9.8891e-06	505605.0
3010	2.62415e-06	1.04814e-05	477034.0	2.31624e-06	9.25006e-06	540534.0
4010	2.67004e-06	1.06829e-05	468037.0	3.00082e-06	1.19681e-05	417776.0
5010	2.54599e-06	1.01752e-05	491387.0	2.92068e-06	1.16565e-05	428941.0
6010	2.59728e-06	1.03922e-05	481127.0	2.36615e-06	9.43418e-06	529985.0
7010	2.72292e-06	1.0876e-05	459726.0	2.6275e-06	1.05412e-05	474327.0
8010	2.42606e-06	9.70342e-06	515280.0	2.13894e-06	8.53087e-06	586104.0
9010	2.69391e-06	1.07601e-05	464679.0	2.88058e-06	1.14875e-05	435251.0
10010	2.5463e-06	1.0178e-05	491253.0	2.37327e-06	9.49623e-06	526522.0
