Time	af_var_linked	linked_F	linked_Ne	af_var_unlinked	unlinked_F	unlinked_Ne
10	2.16535e-06	8.65783e-06	577509.0	2.0595e-06	8.22539e-06	607872.0
1010	2.49114e-06	9.97896e-06	501052.0	2.43076e-06	9.69597e-06	515676.0
2010	2.30837e-06	9.22307e-06	542116.0	2.47905e-06	9.91328e-06	504372.0
3010	2.47202e-06	9.87398e-06	506379.0	2.43985e-06	9.78957e-06	510745.0
4010	2.39589e-06	9.57065e-06	522428.0	2.49584e-06	1.00786e-05	496099.0
5010	2.82853e-06	1.12989e-05	442517.0	2.62583e-06	1.04811e-05	477047.0
6010	2.74281e-06	1.09591e-05	456239.0	2.35057e-06	9.37524e-06	533317.0
7010	2.3087e-06	9.27482e-06	539091.0	2.14738e-06	8.58289e-06	582552.0
8010	2.66506e-06	1.07024e-05	467183.0	2.50462e-06	1.00693e-05	496556.0
9010	2.30379e-06	9.20329e-06	543281.0	2.25925e-06	9.01606e-06	554563.0
10010	2.38288e-06	9.52226e-06	525083.0	2.83628e-06	1.13628e-05	440031.0
