Time	af_var_linked	linked_F	linked_Ne	af_var_unlinked	unlinked_F	unlinked_Ne
10	2.60831e-06	1.0466e-05	477734.0	2.73665e-06	1.0914e-05	458126.0
1010	2.76839e-06	1.10575e-05	452178.0	2.83205e-06	1.13706e-05	439727.0
2010	2.99451e-06	1.1996e-05	416802.0	2.7305e-06	1.09142e-05	458115.0
3010	2.72864e-06	1.09238e-05	457715.0	2.90702e-06	1.15887e-05	431451.0
4010	3.08401e-06	1.23313e-05	405470.0	2.74966e-06	1.09595e-05	456222.0
5010	2.77136e-06	1.10801e-05	451257.0	3.11068e-06	1.24268e-05	402354.0
6010	2.98289e-06	1.19157e-05	419611.0	2.74209e-06	1.09508e-05	456587.0
7010	3.26659e-06	1.30567e-05	382943.0	2.57392e-06	1.03783e-05	481771.0
8010	2.9934e-06	1.19954e-05	416824.0	3.12931e-06	1.24949e-05	400162.0
9010	2.79542e-06	1.11752e-05	447416.0	2.83573e-06	1.13617e-05	440072.0
10010	2.72712e-06	1.0915e-05	458082.0	3.16543e-06	1.27056e-05	393525.0
