Time	af_var_linked	linked_F	linked_Ne	af_var_unlinked	unlinked_F	unlinked_Ne
10	6.37184e-06	2.54582e-05	196398.0	5.6897e-06	2.27006e-05	220256.0
1010	4.9272e-06	1.98197e-05	252272.0	5.21308e-06	2.07931e-05	240462.0
2010	4.45058e-06	1.77793e-05	281224.0	4.67723e-06	1.88036e-05	265904.0
3010	4.61274e-06	1.84254e-05	271362.0	5.00555e-06	2.00098e-05	249876.0
4010	4.92044e-06	1.96589e-05	254335.0	4.69731e-06	1.89078e-05	264438.0
5010	4.76602e-06	1.90453e-05	262529.0	4.80883e-06	1.91714e-05	260802.0
6010	4.3891e-06	1.75673e-05	284617.0	4.06588e-06	1.62077e-05	308493.0
7010	4.38838e-06	1.75699e-05	284575.0	4.63058e-06	1.8462e-05	270824.0
8010	5.20483e-06	2.07922e-05	240473.0	4.99959e-06	1.99346e-05	250817.0
9010	4.31461e-06	1.7235e-05	290104.0	4.32404e-06	1.72878e-05	289218.0
10010	4.80164e-06	1.91855e-05	260611.0	4.54177e-06	1.82206e-05	274412.0
