Time	af_var_linked	linked_F	linked_Ne	af_var_unlinked	unlinked_F	unlinked_Ne
10	4.44579e-06	1.77634e-05	281475.0	4.78257e-06	1.91006e-05	261770.0
1010	3.6297e-06	1.45202e-05	344346.0	3.66946e-06	1.48472e-05	336762.0
2010	3.28095e-06	1.31053e-05	381521.0	3.53595e-06	1.41303e-05	353848.0
3010	3.57891e-06	1.42956e-05	349755.0	2.98209e-06	1.19365e-05	418881.0
4010	3.50528e-06	1.40008e-05	357119.0	3.05174e-06	1.21727e-05	410753.0
5010	3.31928e-06	1.32789e-05	376536.0	3.11531e-06	1.24299e-05	402252.0
6010	3.10682e-06	1.24094e-05	402919.0	3.65872e-06	1.46067e-05	342305.0
7010	3.31869e-06	1.32577e-05	377138.0	3.36186e-06	1.35456e-05	369122.0
8010	3.25785e-06	1.30142e-05	384192.0	3.48569e-06	1.40286e-05	356412.0
9010	3.56082e-06	1.42227e-05	351548.0	3.22763e-06	1.29582e-05	385854.0
10010	3.69305e-06	1.4753e-05	338912.0	3.41766e-06	1.36568e-05	366115.0
