Time	af_var_linked	linked_F	linked_Ne	af_var_unlinked	unlinked_F	unlinked_Ne
10	5.83543e-06	2.33627e-05	214014.0	5.18038e-06	2.06572e-05	242044.0
1010	2.92367e-06	1.16992e-05	427375.0	3.07156e-06	1.22694e-05	407514.0
2010	3.09986e-06	1.23889e-05	403585.0	3.20547e-06	1.27786e-05	391277.0
3010	2.87177e-06	1.14716e-05	435856.0	2.5804e-06	1.04929e-05	476512.0
4010	3.03555e-06	1.21246e-05	412382.0	3.07714e-06	1.23139e-05	406043.0
5010	2.81965e-06	1.1287e-05	442985.0	3.31544e-06	1.32619e-05	377016.0
6010	2.76944e-06	1.10619e-05	451998.0	3.59494e-06	1.43352e-05	348788.0
7010	2.78077e-06	1.11144e-05	449866.0	3.14495e-06	1.25709e-05	397740.0
8010	2.88387e-06	1.15224e-05	433935.0	3.1137e-06	1.24103e-05	402888.0
9010	3.14087e-06	1.25453e-05	398554.0	2.72787e-06	1.08986e-05	458774.0
10010	2.99746e-06	1.20234e-05	415854.0	2.60241e-06	1.03774e-05	481812.0
