Time	af_var_linked	linked_F	linked_Ne	af_var_unlinked	unlinked_F	unlinked_Ne
10	8.7595e-06	3.49909e-05	142892.0	8.4087e-06	3.35304e-05	149116.0
1010	5.37149e-06	2.14688e-05	232893.0	5.13927e-06	2.04879e-05	244043.0
2010	5.72134e-06	2.28627e-05	218695.0	5.87736e-06	2.34255e-05	213440.0
3010	5.49266e-06	2.19403e-05	227889.0	5.64869e-06	2.25344e-05	221880.0
4010	5.45407e-06	2.18145e-05	229203.0	5.25736e-06	2.10574e-05	237443.0
5010	5.5996e-06	2.24131e-05	223081.0	5.03459e-06	2.06995e-05	241550.0
6010	5.73389e-06	2.29574e-05	217792.0	4.63112e-06	1.85827e-05	269065.0
7010	6.2509e-06	2.50009e-05	199990.0	5.53567e-06	2.21078e-05	226162.0
8010	5.61596e-06	2.24434e-05	222780.0	4.79457e-06	1.93936e-05	257815.0
9010	5.5234e-06	2.21144e-05	226095.0	5.64037e-06	2.24822e-05	222395.0
10010	5.70947e-06	2.28049e-05	219248.0	5.50266e-06	2.20051e-05	227218.0
