Time	af_var_linked	linked_F	linked_Ne	af_var_unlinked	unlinked_F	unlinked_Ne
10	2.32727e-06	9.33868e-06	535405.0	2.01743e-06	8.04452e-06	621539.0
1010	2.54966e-06	1.01865e-05	490844.0	2.50578e-06	9.98987e-06	500504.0
2010	2.53493e-06	1.01439e-05	492905.0	2.40936e-06	9.60384e-06	520623.0
3010	2.61756e-06	1.04605e-05	477988.0	2.02137e-06	8.09281e-06	617830.0
4010	2.52454e-06	1.00947e-05	495307.0	2.71332e-06	1.08205e-05	462085.0
5010	2.40592e-06	9.62889e-06	519268.0	2.41787e-06	9.64468e-06	518418.0
6010	2.35654e-06	9.42981e-06	530231.0	2.47578e-06	9.92143e-06	503957.0
7010	2.4651e-06	9.87306e-06	506426.0	2.73969e-06	1.09736e-05	455638.0
8010	2.49523e-06	9.96783e-06	501611.0	2.43394e-06	9.73003e-06	513870.0
9010	2.53807e-06	1.01378e-05	493200.0	2.23508e-06	8.91716e-06	560714.0
10010	2.49717e-06	9.97649e-06	501176.0	2.75538e-06	1.09922e-05	454867.0
