Time	af_var_linked	linked_F	linked_Ne	af_var_unlinked	unlinked_F	unlinked_Ne
10	1.01449e-05	4.05215e-05	123389.0	8.09505e-06	3.23081e-05	154757.0
1010	7.36676e-06	2.94723e-05	169649.0	6.0845e-06	2.43085e-05	205687.0
2010	6.78951e-06	2.71347e-05	184264.0	6.89425e-06	2.75896e-05	181225.0
3010	6.92329e-06	2.76544e-05	180800.0	7.20012e-06	2.87229e-05	174074.0
4010	6.95235e-06	2.78278e-05	179674.0	7.15752e-06	2.85672e-05	175024.0
5010	7.35877e-06	2.95263e-05	169338.0	7.36093e-06	2.93796e-05	170184.0
6010	7.82719e-06	3.13939e-05	159264.0	6.93156e-06	2.77017e-05	180492.0
7010	7.01486e-06	2.80707e-05	178119.0	6.24043e-06	2.5078e-05	199376.0
8010	7.29903e-06	2.91537e-05	171502.0	6.73679e-06	2.68526e-05	186199.0
9010	6.91813e-06	2.77084e-05	180448.0	6.90753e-06	2.7907e-05	179164.0
10010	6.31261e-06	2.52154e-05	198289.0	7.1859e-06	2.87297e-05	174033.0
