Time	af_var_linked	linked_F	linked_Ne	af_var_unlinked	unlinked_F	unlinked_Ne
10	2.51578e-06	1.00485e-05	497584.0	1.99489e-06	7.95169e-06	628795.0
1010	2.4236e-06	9.68351e-06	516339.0	2.658e-06	1.0613e-05	471118.0
2010	2.38311e-06	9.52025e-06	525194.0	2.99753e-06	1.20216e-05	415914.0
3010	2.75173e-06	1.09989e-05	454588.0	2.81465e-06	1.12238e-05	445479.0
4010	2.60724e-06	1.04139e-05	480127.0	2.3311e-06	9.29109e-06	538148.0
5010	2.35745e-06	9.4305e-06	530192.0	2.51243e-06	1.00492e-05	497551.0
6010	2.70982e-06	1.08326e-05	461567.0	2.37014e-06	9.47856e-06	527504.0
7010	2.6664e-06	1.06614e-05	468981.0	2.20489e-06	8.78956e-06	568854.0
8010	2.80515e-06	1.12249e-05	445437.0	2.34312e-06	9.56458e-06	522760.0
9010	2.35362e-06	9.41425e-06	531107.0	2.79085e-06	1.11247e-05	449447.0
10010	2.53841e-06	1.01665e-05	491810.0	2.45218e-06	9.78249e-06	511115.0
