Time	af_var_linked	linked_F	linked_Ne	af_var_unlinked	unlinked_F	unlinked_Ne
10	7.30466e-06	2.92258e-05	171079.0	6.97155e-06	2.79674e-05	178777.0
1010	3.81101e-06	1.52686e-05	327468.0	3.61948e-06	1.44901e-05	345060.0
2010	3.64342e-06	1.4553e-05	343569.0	3.41902e-06	1.36604e-05	366020.0
3010	3.72508e-06	1.48792e-05	336037.0	3.29338e-06	1.31265e-05	380905.0
4010	3.97212e-06	1.59259e-05	313952.0	3.34378e-06	1.3329e-05	375119.0
5010	3.77461e-06	1.5094e-05	331254.0	3.90229e-06	1.55778e-05	320967.0
6010	4.10514e-06	1.64043e-05	304796.0	3.55747e-06	1.418e-05	352606.0
7010	3.76312e-06	1.50348e-05	332559.0	3.97403e-06	1.58405e-05	315644.0
8010	3.94202e-06	1.57923e-05	316608.0	3.67181e-06	1.46555e-05	341166.0
9010	4.15839e-06	1.66234e-05	300779.0	3.9309e-06	1.56811e-05	318853.0
10010	3.76962e-06	1.50645e-05	331904.0	3.83274e-06	1.52897e-05	327015.0
