Time	af_var_linked	linked_F	linked_Ne	af_var_unlinked	unlinked_F	unlinked_Ne
10	0.000134841	0.00053954	9264.65	0.000105941	0.000422254	11838.7
1010	8.3673e-05	0.000334325	14953.0	7.47697e-05	0.000298195	16765.1
2010	8.51122e-05	0.000340143	14697.2	8.2091e-05	0.000327297	15274.1
3010	6.8814e-05	0.000275329	18157.6	6.25869e-05	0.000249737	20018.5
4010	8.23416e-05	0.000328904	15199.5	7.79799e-05	0.000311103	16069.4
5010	8.18796e-05	0.00032729	15274.5	7.95703e-05	0.000318309	15705.5
6010	9.30851e-05	0.0003718	13445.6	8.52694e-05	0.000342325	14603.5
7010	8.72223e-05	0.000351019	14241.8	8.08139e-05	0.00032456	15403.0
8010	8.10591e-05	0.000324523	15404.7	6.98928e-05	0.000278926	17923.4
9010	7.53601e-05	0.000301249	16595.1	6.45569e-05	0.000268981	18586.2
10010	8.26299e-05	0.000330187	15140.4	6.60091e-05	0.000263223	18992.8
