Time	af_var_linked	linked_F	linked_Ne	af_var_unlinked	unlinked_F	unlinked_Ne
10	0.000197359	0.000788327	6340.04	0.000183978	0.000733328	6815.74
1010	4.07449e-05	0.000162747	30720.0	3.59526e-05	0.000144907	34502.3
2010	5.25763e-05	0.000210202	23784.2	4.94006e-05	0.000198053	25243.2
3010	3.61368e-05	0.000144499	34599.8	3.82637e-05	0.00015252	32780.0
4010	3.84693e-05	0.000153868	32492.8	3.03524e-05	0.00012116	41265.3
5010	3.18757e-05	0.000127318	39269.2	3.06822e-05	0.00012273	40737.4
6010	3.995e-05	0.000159743	31297.7	3.49856e-05	0.000139452	35852.1
7010	3.30938e-05	0.000132185	37823.2	2.85105e-05	0.00011364	43996.2
8010	3.7223e-05	0.000148679	33627.0	3.56661e-05	0.000142461	35094.7
9010	4.43285e-05	0.000177107	28229.1	4.05154e-05	0.000161544	30948.9
10010	4.04596e-05	0.00016161	30936.1	3.42797e-05	0.000136677	36580.1
