Time	af_var_linked	linked_F	linked_Ne	af_var_unlinked	unlinked_F	unlinked_Ne
10	2.92997e-06	1.17227e-05	426522.0	2.57131e-06	1.02696e-05	486871.0
1010	2.75209e-06	1.09933e-05	454822.0	2.36304e-06	9.42211e-06	530664.0
2010	2.47188e-06	9.87457e-06	506349.0	2.59926e-06	1.04147e-05	480087.0
3010	2.60874e-06	1.04257e-05	479581.0	2.64647e-06	1.05481e-05	474017.0
4010	2.65322e-06	1.06059e-05	471433.0	2.43061e-06	9.7778e-06	511360.0
5010	2.59836e-06	1.03787e-05	481755.0	2.74525e-06	1.09444e-05	456852.0
6010	2.7517e-06	1.09929e-05	454838.0	2.76519e-06	1.1032e-05	453223.0
7010	2.63398e-06	1.05378e-05	474482.0	2.87536e-06	1.14674e-05	436017.0
8010	2.57353e-06	1.02793e-05	486412.0	2.39468e-06	9.5539e-06	523344.0
9010	2.54433e-06	1.01627e-05	491994.0	2.4284e-06	9.67893e-06	516583.0
10010	2.89382e-06	1.15587e-05	432572.0	2.84505e-06	1.13407e-05	440888.0
