Time	af_var_linked	linked_F	linked_Ne	af_var_unlinked	unlinked_F	unlinked_Ne
10	2.24367e-06	8.97272e-06	557242.0	2.44654e-06	9.85245e-06	507486.0
1010	2.44773e-06	9.79761e-06	510326.0	2.50178e-06	9.99186e-06	500405.0
2010	2.48038e-06	9.90723e-06	504679.0	2.68465e-06	1.07228e-05	466292.0
3010	2.42024e-06	9.69194e-06	515890.0	2.85849e-06	1.14009e-05	438560.0
4010	2.51805e-06	1.00579e-05	497117.0	2.42564e-06	9.77902e-06	511296.0
5010	2.42026e-06	9.66893e-06	517118.0	2.43738e-06	9.7148e-06	514676.0
6010	2.6909e-06	1.07569e-05	464816.0	2.79694e-06	1.11482e-05	448499.0
7010	2.3418e-06	9.35958e-06	534210.0	2.4343e-06	9.76032e-06	512276.0
8010	2.55536e-06	1.02066e-05	489876.0	2.35595e-06	9.43368e-06	530013.0
9010	2.57451e-06	1.03128e-05	484834.0	2.52472e-06	1.00772e-05	496166.0
10010	2.5635e-06	1.02453e-05	488024.0	2.8292e-06	1.12764e-05	443403.0
