Time	af_var_linked	linked_F	linked_Ne	af_var_unlinked	unlinked_F	unlinked_Ne
10	3.57634e-06	1.42846e-05	350025.0	3.74037e-06	1.49232e-05	335047.0
1010	2.67461e-06	1.06832e-05	468024.0	2.38103e-06	9.49053e-06	526838.0
2010	2.44285e-06	9.76282e-06	512144.0	2.59283e-06	1.03377e-05	483666.0
3010	2.81426e-06	1.12472e-05	444553.0	2.94082e-06	1.17545e-05	425368.0
4010	2.65209e-06	1.05983e-05	471772.0	2.70741e-06	1.08574e-05	460514.0
5010	2.55351e-06	1.02007e-05	490162.0	2.98936e-06	1.19151e-05	419633.0
6010	2.66876e-06	1.06624e-05	468933.0	2.69229e-06	1.07332e-05	465841.0
7010	2.55288e-06	1.02119e-05	489624.0	2.82725e-06	1.13968e-05	438719.0
8010	2.60902e-06	1.0421e-05	479800.0	3.05362e-06	1.21817e-05	410448.0
9010	2.49374e-06	9.9808e-06	500959.0	2.89201e-06	1.15304e-05	433632.0
10010	2.41042e-06	9.6949e-06	515732.0	2.20585e-06	8.84253e-06	565446.0
