Time	af_var_linked	linked_F	linked_Ne	af_var_unlinked	unlinked_F	unlinked_Ne
10	0.000732345	0.00292541	1706.66	0.000423582	0.00168954	2956.89
1010	0.000147864	0.00059187	8445.3	0.000122527	0.000489605	10209.8
2010	0.000137797	0.000551303	9066.92	0.000105429	0.00042042	11890.4
3010	0.000136797	0.000547039	9137.62	0.000110128	0.000438995	11387.2
4010	0.000142723	0.000570136	8767.34	0.000106212	0.000426192	11729.3
5010	0.000101407	0.000405041	12341.9	0.000104646	0.000420266	11894.7
6010	0.000149242	0.000596918	8373.86	0.000106277	0.000424485	11776.5
7010	0.000114821	0.000460505	10855.1	9.96215e-05	0.000397081	12589.4
8010	0.000128006	0.000511475	9773.16	0.000116658	0.000465954	10728.2
9010	0.000135634	0.000542001	9222.58	0.000105457	0.000424789	11768.1
10010	0.00013509	0.000539706	9261.81	0.000106682	0.000425695	11743.0
