Time	af_var_linked	linked_F	linked_Ne	af_var_unlinked	unlinked_F	unlinked_Ne
10	0.00056192	0.00224944	2220.27	0.000363343	0.00144823	3450.0
1010	0.00015428	0.000616743	8104.6	0.000162026	0.000646927	7726.35
2010	0.000185449	0.000742174	6734.46	0.000147666	0.000593188	8426.53
3010	0.000128797	0.000515934	9688.67	0.000137025	0.000546174	9152.1
4010	0.000114272	0.000459767	10872.6	0.000115938	0.000462318	10812.6
5010	0.000149197	0.000596617	8378.08	0.000119639	0.000480249	10408.8
6010	0.000124306	0.000496547	10067.0	0.000128775	0.000513281	9738.75
7010	0.000140829	0.000563159	8875.98	0.000119729	0.000477807	10462.0
8010	0.00013473	0.000538453	9283.37	0.000128352	0.000514417	9717.24
9010	0.000134261	0.000536398	9318.94	0.000105783	0.000421633	11856.1
10010	0.000132361	0.000528677	9455.06	0.000112622	0.000449238	11127.5
