Time	af_var_linked	linked_F	linked_Ne	af_var_unlinked	unlinked_F	unlinked_Ne
10	0.000750827	0.00301911	1653.61	0.000447898	0.00179086	2789.45
1010	0.000147385	0.000589424	8480.36	0.000129433	0.000517256	9663.88
2010	0.000134529	0.000538616	9280.55	0.00011427	0.000455456	10975.5
3010	0.000142109	0.00056905	8784.07	0.00011267	0.000449722	11115.5
4010	0.000138644	0.000553874	9024.82	0.000102933	0.000410601	12174.8
5010	0.000151156	0.000604089	8274.43	0.000116727	0.000466012	10726.8
6010	0.000141846	0.000568964	8785.4	0.00011082	0.000448649	11142.1
7010	0.000151335	0.000605545	8254.52	0.000118405	0.000474067	10544.5
8010	0.000131026	0.000523742	9544.19	0.0001199	0.000478938	10437.3
9010	0.00017144	0.000685358	7292.95	0.000119859	0.000477909	10459.7
10010	0.000137775	0.000550542	9079.46	0.000144484	0.000578006	8647.93
