Time	af_var_linked	linked_F	linked_Ne	af_var_unlinked	unlinked_F	unlinked_Ne
10	0.00306477	0.0122597	405.334	0.00189582	0.00759746	655.611
1010	0.00194676	0.00777682	640.433	0.000859646	0.00342645	1456.73
2010	0.000298388	0.00119421	4184.35	0.00031377	0.00125209	3990.83
3010	0.000344651	0.00137675	3629.24	0.000352664	0.00140596	3553.78
4010	0.000341729	0.00136493	3660.68	0.000320241	0.00127659	3914.18
5010	0.000356697	0.00142497	3506.36	0.000282889	0.00113833	4389.91
6010	0.000361705	0.00144841	3449.57	0.000311146	0.00124034	4028.66
7010	0.000343935	0.00137412	3636.18	0.000370641	0.00147736	3381.92
8010	0.00037695	0.00150568	3318.27	0.000344302	0.00138511	3607.33
9010	0.000351414	0.0014041	3558.51	0.000367471	0.00146477	3410.99
10010	0.000331976	0.00132655	3766.67	0.000406482	0.00162298	3078.24
