Time	af_var_linked	linked_F	linked_Ne	af_var_unlinked	unlinked_F	unlinked_Ne
10	0.000727588	0.00291176	1714.67	0.000408681	0.00162916	3066.57
1010	9.11838e-05	0.000365724	13669.0	8.26054e-05	0.000333637	14983.9
2010	8.61127e-05	0.000344537	14509.7	8.14622e-05	0.000324837	15389.8
3010	8.08072e-05	0.000324012	15429.0	7.71966e-05	0.000307986	16232.0
4010	8.03974e-05	0.000321229	15562.7	7.04496e-05	0.000281871	17736.1
5010	7.79408e-05	0.000311314	16058.4	6.09279e-05	0.000242963	20576.8
6010	7.89405e-05	0.000315907	15825.0	7.08657e-05	0.000289803	17250.6
7010	8.06781e-05	0.000322294	15511.3	6.90341e-05	0.000275212	18165.3
8010	7.61684e-05	0.000305228	16378.7	7.72632e-05	0.000308062	16228.0
9010	7.38295e-05	0.000294999	16946.7	7.16338e-05	0.000287143	17410.5
10010	7.96478e-05	0.000318759	15683.3	6.36675e-05	0.000254024	19680.7
