Time	af_var_linked	linked_F	linked_Ne	af_var_unlinked	unlinked_F	unlinked_Ne
10	2.61823e-06	1.05013e-05	476127.0	2.52899e-06	1.011e-05	494555.0
1010	2.85797e-06	1.14185e-05	437883.0	2.68905e-06	1.07502e-05	465104.0
2010	2.85941e-06	1.14369e-05	437178.0	2.98858e-06	1.19135e-05	419690.0
3010	2.77793e-06	1.10984e-05	450513.0	3.10157e-06	1.24102e-05	402890.0
4010	2.8932e-06	1.15666e-05	432276.0	3.00415e-06	1.19898e-05	417019.0
5010	2.91461e-06	1.16633e-05	428693.0	2.55784e-06	1.02091e-05	489759.0
6010	2.79215e-06	1.11525e-05	448326.0	2.67741e-06	1.07452e-05	465323.0
7010	2.51877e-06	1.00635e-05	496841.0	2.97835e-06	1.1877e-05	420978.0
8010	2.36406e-06	9.45394e-06	528878.0	2.96378e-06	1.18532e-05	421826.0
9010	2.89916e-06	1.1594e-05	431254.0	3.01866e-06	1.20424e-05	415197.0
10010	3.11603e-06	1.24473e-05	401690.0	2.63568e-06	1.05641e-05	473300.0
