Time	af_var_linked	linked_F	linked_Ne	af_var_unlinked	unlinked_F	unlinked_Ne
10	6.85503e-06	2.74226e-05	182329.0	5.28822e-06	2.11186e-05	236755.0
1010	3.66672e-06	1.46519e-05	341250.0	3.74374e-06	1.49229e-05	335054.0
2010	3.4086e-06	1.36426e-05	366497.0	3.38257e-06	1.34917e-05	370596.0
3010	3.36414e-06	1.34736e-05	371095.0	3.55113e-06	1.43933e-05	347382.0
4010	3.72552e-06	1.48855e-05	335894.0	3.18142e-06	1.26806e-05	394301.0
5010	3.78456e-06	1.51507e-05	330015.0	3.52481e-06	1.405e-05	355868.0
6010	3.80212e-06	1.51993e-05	328959.0	4.0868e-06	1.63078e-05	306600.0
7010	3.92962e-06	1.56964e-05	318542.0	4.07159e-06	1.62382e-05	307913.0
8010	3.69169e-06	1.47932e-05	337990.0	3.1793e-06	1.26752e-05	394469.0
9010	3.53978e-06	1.41475e-05	353418.0	3.24088e-06	1.29222e-05	386929.0
10010	4.05553e-06	1.62269e-05	308127.0	3.34805e-06	1.33496e-05	374540.0
