Time	af_var_linked	linked_F	linked_Ne	af_var_unlinked	unlinked_F	unlinked_Ne
10	5.75814e-06	2.30035e-05	217355.0	4.54399e-06	1.82398e-05	274123.0
1010	5.40542e-06	2.15903e-05	231583.0	5.64382e-06	2.25086e-05	222135.0
2010	5.11243e-06	2.04856e-05	244071.0	4.88605e-06	1.95306e-05	256005.0
3010	5.14552e-06	2.05677e-05	243098.0	4.30183e-06	1.7223e-05	290308.0
4010	5.4878e-06	2.19672e-05	227610.0	4.13395e-06	1.66134e-05	300959.0
5010	4.78578e-06	1.92023e-05	260383.0	5.04287e-06	2.0105e-05	248691.0
6010	5.18089e-06	2.07151e-05	241368.0	4.44485e-06	1.77184e-05	282189.0
7010	5.6828e-06	2.27519e-05	219759.0	5.29161e-06	2.11179e-05	236764.0
8010	5.19969e-06	2.07693e-05	240737.0	4.20143e-06	1.67457e-05	298581.0
9010	5.34316e-06	2.13666e-05	234007.0	4.93579e-06	1.96774e-05	254096.0
10010	5.13323e-06	2.05464e-05	243349.0	4.88647e-06	1.95057e-05	256332.0
