Time	af_var_linked	linked_F	linked_Ne	af_var_unlinked	unlinked_F	unlinked_Ne
10	2.27634e-06	9.09234e-06	549911.0	2.05166e-06	8.58309e-06	582538.0
1010	2.36051e-06	9.44832e-06	529192.0	2.30958e-06	9.20765e-06	543024.0
2010	2.46887e-06	9.8614e-06	507025.0	2.29344e-06	9.14345e-06	546837.0
3010	2.50181e-06	1.00279e-05	498605.0	2.44552e-06	9.75965e-06	512311.0
4010	2.64769e-06	1.05809e-05	472547.0	2.67877e-06	1.0678e-05	468252.0
5010	2.61521e-06	1.04874e-05	476759.0	2.24907e-06	9.13595e-06	547286.0
6010	2.65343e-06	1.06584e-05	469111.0	2.32945e-06	9.28888e-06	538276.0
7010	2.37455e-06	9.52482e-06	524942.0	2.38885e-06	9.57388e-06	522252.0
8010	2.58484e-06	1.03376e-05	483669.0	2.33143e-06	9.32168e-06	536381.0
9010	2.62362e-06	1.04938e-05	476470.0	2.36696e-06	9.48788e-06	526986.0
10010	2.65444e-06	1.06041e-05	471512.0	2.53671e-06	1.01693e-05	491673.0
