Time	af_var_linked	linked_F	linked_Ne	af_var_unlinked	unlinked_F	unlinked_Ne
10	6.39976e-06	2.55622e-05	195599.0	6.12265e-06	2.44183e-05	204762.0
1010	4.79638e-06	1.91588e-05	260974.0	3.8039e-06	1.52533e-05	327796.0
2010	4.27153e-06	1.7087e-05	292618.0	4.57882e-06	1.83866e-05	271934.0
3010	4.91792e-06	1.97506e-05	253154.0	4.85383e-06	1.95229e-05	256107.0
4010	4.59565e-06	1.83576e-05	272365.0	4.55393e-06	1.82973e-05	273261.0
5010	4.82068e-06	1.92605e-05	259596.0	4.45619e-06	1.77611e-05	281511.0
6010	4.76388e-06	1.90635e-05	262279.0	5.1654e-06	2.06154e-05	242535.0
7010	4.49935e-06	1.7979e-05	278099.0	4.35873e-06	1.74048e-05	287274.0
8010	4.3572e-06	1.74304e-05	286852.0	4.58261e-06	1.829e-05	273371.0
9010	4.28697e-06	1.71469e-05	291595.0	4.76487e-06	1.89924e-05	263261.0
10010	4.75077e-06	1.89784e-05	263455.0	4.86208e-06	1.93867e-05	257906.0
