Time	af_var_linked	linked_F	linked_Ne	af_var_unlinked	unlinked_F	unlinked_Ne
10	6.65709e-06	2.66224e-05	187809.0	5.75114e-06	2.29243e-05	218106.0
1010	5.23715e-06	2.09191e-05	239013.0	4.71071e-06	1.89663e-05	263623.0
2010	4.37884e-06	1.75398e-05	285064.0	4.10266e-06	1.63661e-05	305508.0
3010	4.46024e-06	1.78626e-05	279912.0	4.10406e-06	1.63584e-05	305650.0
4010	4.67467e-06	1.86747e-05	267740.0	4.75721e-06	1.89747e-05	263506.0
5010	4.64433e-06	1.8564e-05	269336.0	4.3454e-06	1.73595e-05	288023.0
6010	4.35657e-06	1.7438e-05	286728.0	3.95894e-06	1.58015e-05	316424.0
7010	4.35554e-06	1.7398e-05	287387.0	5.10385e-06	2.03433e-05	245779.0
8010	4.5617e-06	1.82828e-05	273478.0	4.65787e-06	1.85812e-05	269086.0
9010	4.76209e-06	1.90207e-05	262868.0	4.41711e-06	1.76205e-05	283758.0
10010	4.79567e-06	1.91551e-05	261024.0	3.38221e-06	1.34899e-05	370645.0
