Time	af_var_linked	linked_F	linked_Ne	af_var_unlinked	unlinked_F	unlinked_Ne
10	4.17501e-06	1.66859e-05	299651.0	3.73939e-06	1.50085e-05	333143.0
1010	3.64693e-06	1.45689e-05	343193.0	2.98357e-06	1.19406e-05	418739.0
2010	3.47255e-06	1.38707e-05	360469.0	3.73249e-06	1.49438e-05	334585.0
3010	3.6344e-06	1.45281e-05	344159.0	4.131e-06	1.64747e-05	303493.0
4010	3.48629e-06	1.39405e-05	358664.0	3.6423e-06	1.4539e-05	343899.0
5010	3.54807e-06	1.41719e-05	352808.0	3.30995e-06	1.32317e-05	377879.0
6010	3.6703e-06	1.46664e-05	340914.0	3.43618e-06	1.37473e-05	363707.0
7010	3.64089e-06	1.45693e-05	343184.0	4.02812e-06	1.60554e-05	311419.0
8010	3.28261e-06	1.313e-05	380806.0	3.52361e-06	1.4176e-05	352706.0
9010	3.83425e-06	1.53175e-05	326422.0	3.66378e-06	1.46186e-05	342028.0
10010	3.39878e-06	1.36141e-05	367263.0	3.39119e-06	1.3519e-05	369848.0
