Time	af_var_linked	linked_F	linked_Ne	af_var_unlinked	unlinked_F	unlinked_Ne
10	2.46305e-06	9.87738e-06	506205.0	2.27015e-06	9.04993e-06	552488.0
1010	2.36664e-06	9.4669e-06	528154.0	2.21128e-06	8.81931e-06	566936.0
2010	2.40322e-06	9.64336e-06	518489.0	2.63088e-06	1.05342e-05	474642.0
3010	2.30287e-06	9.19975e-06	543491.0	2.4642e-06	9.82381e-06	508965.0
4010	2.50085e-06	9.99565e-06	500215.0	2.4692e-06	9.84772e-06	507729.0
5010	2.53861e-06	1.01867e-05	490832.0	2.40068e-06	9.57922e-06	521961.0
6010	2.34267e-06	9.37389e-06	533394.0	2.56556e-06	1.02256e-05	488966.0
7010	2.6052e-06	1.04057e-05	480504.0	2.78516e-06	1.11132e-05	449911.0
8010	2.42192e-06	9.68464e-06	516279.0	2.45412e-06	9.78195e-06	511143.0
9010	2.73664e-06	1.09469e-05	456747.0	2.62096e-06	1.0509e-05	475781.0
10010	2.52962e-06	1.0139e-05	493144.0	2.01133e-06	8.02163e-06	623313.0
