Time	af_var_linked	linked_F	linked_Ne	af_var_unlinked	unlinked_F	unlinked_Ne
10	7.11758e-06	2.84754e-05	175588.0	5.73051e-06	2.28715e-05	218610.0
1010	4.83958e-06	1.93353e-05	258592.0	5.37461e-06	2.15859e-05	231630.0
2010	4.60217e-06	1.84301e-05	271294.0	4.78845e-06	1.90906e-05	261906.0
3010	4.92316e-06	1.97261e-05	253469.0	4.94109e-06	1.99592e-05	250508.0
4010	4.87192e-06	1.94746e-05	256742.0	4.69848e-06	1.88995e-05	264554.0
5010	5.24695e-06	2.0958e-05	238570.0	4.11045e-06	1.63971e-05	304929.0
6010	4.82832e-06	1.92954e-05	259126.0	4.02169e-06	1.60296e-05	311921.0
7010	4.93805e-06	1.97236e-05	253501.0	4.60396e-06	1.83744e-05	272116.0
8010	4.79618e-06	1.91773e-05	260722.0	4.38465e-06	1.75989e-05	284106.0
9010	5.4003e-06	2.16093e-05	231379.0	4.70491e-06	1.87674e-05	266417.0
10010	4.56923e-06	1.82725e-05	273633.0	4.82955e-06	1.92791e-05	259345.0
