Time	af_var_linked	linked_F	linked_Ne	af_var_unlinked	unlinked_F	unlinked_Ne
10	1.05466e-05	4.22756e-05	118269.0	9.80157e-06	3.90829e-05	127931.0
1010	6.88038e-06	2.74938e-05	181857.0	6.26585e-06	2.54771e-05	196252.0
2010	6.46151e-06	2.58825e-05	193178.0	6.03005e-06	2.40529e-05	207873.0
3010	7.6733e-06	3.0844e-05	162103.0	5.57146e-06	2.22521e-05	224696.0
4010	6.74057e-06	2.69239e-05	185706.0	6.81668e-06	2.7185e-05	183923.0
5010	6.90178e-06	2.75748e-05	181322.0	6.01821e-06	2.41619e-05	206935.0
6010	6.9538e-06	2.79922e-05	178618.0	6.60783e-06	2.6337e-05	189845.0
7010	6.6335e-06	2.65001e-05	188676.0	6.09893e-06	2.43217e-05	205575.0
8010	6.71398e-06	2.6825e-05	186391.0	6.71888e-06	2.67989e-05	186572.0
9010	7.49269e-06	2.99297e-05	167056.0	6.75577e-06	2.70159e-05	185073.0
10010	7.19517e-06	2.87734e-05	173769.0	6.5262e-06	2.60138e-05	192203.0
