Time	af_var_linked	linked_F	linked_Ne	af_var_unlinked	unlinked_F	unlinked_Ne
10	7.45327e-06	2.98648e-05	167419.0	5.85421e-06	2.34368e-05	213338.0
1010	6.0016e-06	2.39752e-05	208547.0	5.32862e-06	2.13381e-05	234320.0
2010	6.54457e-06	2.61628e-05	191109.0	6.25073e-06	2.49142e-05	200686.0
3010	5.79335e-06	2.31608e-05	215879.0	5.36181e-06	2.14348e-05	233263.0
4010	6.9752e-06	2.7919e-05	179087.0	5.25779e-06	2.09782e-05	238340.0
5010	5.65095e-06	2.26035e-05	221202.0	6.1566e-06	2.46222e-05	203066.0
6010	6.05432e-06	2.43304e-05	205501.0	5.77039e-06	2.30232e-05	217170.0
7010	6.47281e-06	2.58555e-05	193380.0	6.18112e-06	2.46427e-05	202897.0
8010	6.26999e-06	2.50576e-05	199538.0	5.5013e-06	2.1929e-05	228006.0
9010	6.43825e-06	2.5716e-05	194429.0	4.4409e-06	1.77482e-05	281717.0
10010	6.37187e-06	2.54605e-05	196380.0	4.74628e-06	1.90009e-05	263143.0
