Time	af_var_linked	linked_F	linked_Ne	af_var_unlinked	unlinked_F	unlinked_Ne
10	9.76493e-06	3.90262e-05	128117.0	6.93436e-06	2.76484e-05	180840.0
1010	7.18586e-06	2.87148e-05	174124.0	5.97083e-06	2.38269e-05	209845.0
2010	7.38325e-06	2.95787e-05	169038.0	7.07619e-06	2.82187e-05	177185.0
3010	7.83228e-06	3.13186e-05	159647.0	7.0529e-06	2.81595e-05	177558.0
4010	7.25875e-06	2.89944e-05	172444.0	7.17912e-06	2.87064e-05	174175.0
5010	7.08092e-06	2.83717e-05	176229.0	6.76505e-06	2.69817e-05	185308.0
6010	6.85558e-06	2.73964e-05	182503.0	6.58122e-06	2.62621e-05	190386.0
7010	6.81276e-06	2.73158e-05	183042.0	5.4335e-06	2.17647e-05	229727.0
8010	7.68676e-06	3.07774e-05	162455.0	6.21748e-06	2.4813e-05	201505.0
9010	7.00748e-06	2.80384e-05	178324.0	6.49496e-06	2.58886e-05	193133.0
10010	7.06729e-06	2.82372e-05	177069.0	6.0449e-06	2.41079e-05	207398.0
