Time	af_var_linked	linked_F	linked_Ne	af_var_unlinked	unlinked_F	unlinked_Ne
10	2.4994e-06	1.00163e-05	499185.0	2.3484e-06	9.51042e-06	525736.0
1010	2.63271e-06	1.05227e-05	475162.0	2.75957e-06	1.10039e-05	454384.0
2010	2.59468e-06	1.04009e-05	480727.0	2.99579e-06	1.19428e-05	418658.0
3010	2.59862e-06	1.03831e-05	481548.0	2.78364e-06	1.11019e-05	450371.0
4010	2.53441e-06	1.01231e-05	493918.0	2.61837e-06	1.04385e-05	478993.0
5010	2.80793e-06	1.1224e-05	445470.0	2.53108e-06	1.01026e-05	494920.0
6010	2.4858e-06	9.94553e-06	502736.0	2.88603e-06	1.15031e-05	434664.0
7010	2.50852e-06	1.00203e-05	498984.0	2.59381e-06	1.03559e-05	482814.0
8010	2.83245e-06	1.13679e-05	439833.0	2.6598e-06	1.06684e-05	468672.0
9010	2.64331e-06	1.05766e-05	472741.0	2.7019e-06	1.07816e-05	463750.0
10010	2.52713e-06	1.01366e-05	493257.0	2.79309e-06	1.11385e-05	448891.0
