Time	af_var_linked	linked_F	linked_Ne	af_var_unlinked	unlinked_F	unlinked_Ne
10	2.72794e-06	1.09142e-05	458115.0	2.83979e-06	1.13827e-05	439260.0
1010	2.78289e-06	1.11163e-05	449788.0	2.46467e-06	9.83225e-06	508528.0
2010	2.76254e-06	1.10555e-05	452259.0	2.48112e-06	9.95254e-06	502382.0
3010	2.92216e-06	1.1674e-05	428300.0	2.67689e-06	1.06716e-05	468532.0
4010	2.48311e-06	9.93537e-06	503250.0	2.59351e-06	1.0337e-05	483695.0
5010	2.89932e-06	1.15928e-05	431298.0	2.68899e-06	1.07184e-05	466483.0
6010	2.68145e-06	1.0718e-05	466503.0	2.91327e-06	1.16979e-05	427426.0
7010	3.03585e-06	1.21258e-05	412340.0	2.70736e-06	1.08902e-05	459127.0
8010	2.60572e-06	1.04356e-05	479125.0	2.82694e-06	1.12698e-05	443660.0
9010	2.70919e-06	1.08264e-05	461830.0	2.75567e-06	1.11105e-05	450021.0
10010	2.84135e-06	1.14086e-05	438264.0	3.11763e-06	1.25911e-05	397104.0
