Time	af_var_linked	linked_F	linked_Ne	af_var_unlinked	unlinked_F	unlinked_Ne
10	2.1421e-06	8.64522e-06	578352.0	2.2863e-06	9.126e-06	547883.0
1010	2.73206e-06	1.09173e-05	457985.0	2.21233e-06	8.93237e-06	559760.0
2010	2.48894e-06	9.957e-06	502157.0	2.54454e-06	1.01462e-05	492793.0
3010	2.42833e-06	9.70222e-06	515343.0	2.74863e-06	1.09734e-05	455644.0
4010	2.57792e-06	1.03021e-05	485337.0	2.40527e-06	9.70675e-06	515103.0
5010	2.48779e-06	9.95953e-06	502029.0	2.47344e-06	9.87893e-06	506125.0
6010	2.32524e-06	9.2947e-06	537939.0	2.58562e-06	1.03062e-05	485144.0
7010	2.2697e-06	9.06567e-06	551529.0	2.47162e-06	9.8513e-06	507545.0
8010	2.65547e-06	1.06076e-05	471356.0	2.28768e-06	9.13008e-06	547638.0
9010	2.282e-06	9.11479e-06	548556.0	2.50303e-06	9.9764e-06	501180.0
10010	2.59378e-06	1.03624e-05	482510.0	2.37832e-06	9.52882e-06	524721.0
