Time	af_var_linked	linked_F	linked_Ne	af_var_unlinked	unlinked_F	unlinked_Ne
10	9.38953e-06	3.75651e-05	133100.0	7.50582e-06	2.99172e-05	167126.0
1010	5.41283e-06	2.17422e-05	229965.0	4.74164e-06	1.89241e-05	264211.0
2010	5.18004e-06	2.06927e-05	241628.0	4.9207e-06	1.96128e-05	254933.0
3010	4.86517e-06	1.94944e-05	256481.0	4.53752e-06	1.81133e-05	276038.0
4010	5.44252e-06	2.17465e-05	229920.0	4.90566e-06	1.96846e-05	254003.0
5010	4.96349e-06	1.98388e-05	252029.0	4.97711e-06	1.99481e-05	250647.0
6010	5.43845e-06	2.17488e-05	229896.0	4.65531e-06	1.8587e-05	269002.0
7010	5.03241e-06	2.01617e-05	247993.0	5.02834e-06	2.02113e-05	247384.0
8010	6.06058e-06	2.43227e-05	205567.0	4.52131e-06	1.81135e-05	276034.0
9010	5.45434e-06	2.17874e-05	229488.0	5.46666e-06	2.17896e-05	229464.0
10010	5.41284e-06	2.16442e-05	231006.0	5.15034e-06	2.05536e-05	243264.0
