Time	af_var_linked	linked_F	linked_Ne	af_var_unlinked	unlinked_F	unlinked_Ne
10	5.99296e-06	2.39837e-05	208473.0	4.99618e-06	1.99852e-05	250183.0
1010	4.97013e-06	1.98527e-05	251852.0	4.94604e-06	1.9749e-05	253174.0
2010	5.23066e-06	2.08957e-05	239282.0	4.89789e-06	1.96326e-05	254676.0
3010	4.44756e-06	1.77905e-05	281047.0	4.34539e-06	1.73213e-05	288660.0
4010	4.71994e-06	1.89046e-05	264483.0	4.61575e-06	1.86057e-05	268733.0
5010	5.38346e-06	2.15169e-05	232373.0	4.38424e-06	1.7478e-05	286072.0
6010	4.45513e-06	1.78227e-05	280538.0	4.10118e-06	1.63587e-05	305646.0
7010	4.90805e-06	1.9616e-05	254892.0	4.3473e-06	1.7332e-05	288481.0
8010	4.51409e-06	1.80309e-05	277299.0	5.08399e-06	2.03324e-05	245911.0
9010	4.57138e-06	1.83366e-05	272677.0	4.7662e-06	1.89971e-05	263195.0
10010	4.85406e-06	1.94285e-05	257351.0	4.7852e-06	1.94166e-05	257508.0
