Time	af_var_linked	linked_F	linked_Ne	af_var_unlinked	unlinked_F	unlinked_Ne
10	2.11666e-06	8.45896e-06	591087.0	2.5385e-06	1.01177e-05	494179.0
1010	2.45012e-06	9.78677e-06	510891.0	2.53915e-06	1.01449e-05	492856.0
2010	2.38416e-06	9.52468e-06	524950.0	2.5831e-06	1.0308e-05	485056.0
3010	2.51409e-06	1.00474e-05	497637.0	2.57022e-06	1.02442e-05	488079.0
4010	2.52398e-06	1.00818e-05	495942.0	2.45047e-06	9.78382e-06	511045.0
5010	2.42267e-06	9.6841e-06	516308.0	2.46311e-06	1.0044e-05	497806.0
6010	2.48587e-06	9.93115e-06	503464.0	2.23289e-06	8.97968e-06	556810.0
7010	2.4045e-06	9.6042e-06	520603.0	2.79589e-06	1.11786e-05	447282.0
8010	2.50513e-06	1.00104e-05	499480.0	2.48399e-06	9.90737e-06	504672.0
9010	2.33792e-06	9.36046e-06	534159.0	2.3508e-06	9.37089e-06	533565.0
10010	2.59929e-06	1.03968e-05	480915.0	2.73478e-06	1.09002e-05	458706.0
