Time	af_var_linked	linked_F	linked_Ne	af_var_unlinked	unlinked_F	unlinked_Ne
10	2.18254e-06	8.72066e-06	573349.0	2.45385e-06	9.78221e-06	511129.0
1010	2.25183e-06	8.99436e-06	555901.0	2.6139e-06	1.04188e-05	479900.0
2010	2.41101e-06	9.66124e-06	517530.0	2.40524e-06	9.62116e-06	519685.0
3010	2.59995e-06	1.039e-05	481227.0	2.61057e-06	1.0406e-05	480491.0
4010	2.68679e-06	1.07349e-05	465767.0	2.84262e-06	1.13304e-05	441287.0
5010	2.3216e-06	9.31555e-06	536734.0	2.30544e-06	9.19478e-06	543784.0
6010	2.77098e-06	1.10678e-05	451758.0	2.28709e-06	9.37498e-06	533332.0
7010	2.47519e-06	9.887e-06	505712.0	2.88505e-06	1.15e-05	434781.0
8010	2.53026e-06	1.01324e-05	493463.0	2.52461e-06	1.01153e-05	494296.0
9010	2.68969e-06	1.07961e-05	463126.0	2.49993e-06	1.00144e-05	499280.0
10010	2.34414e-06	9.36337e-06	533993.0	2.33007e-06	9.40206e-06	531796.0
