Time	af_var_linked	linked_F	linked_Ne	af_var_unlinked	unlinked_F	unlinked_Ne
10	2.53457e-06	1.01241e-05	493868.0	2.92068e-06	1.1652e-05	429107.0
1010	2.79465e-06	1.11629e-05	447909.0	2.52709e-06	1.00954e-05	495270.0
2010	2.44793e-06	9.78065e-06	511211.0	2.7269e-06	1.08687e-05	460036.0
3010	2.75104e-06	1.09905e-05	454934.0	2.32535e-06	9.27075e-06	539328.0
4010	2.73268e-06	1.0945e-05	456826.0	3.16442e-06	1.26635e-05	394832.0
5010	2.97547e-06	1.18905e-05	420500.0	2.61653e-06	1.04426e-05	478804.0
6010	2.5497e-06	1.02038e-05	490010.0	2.42071e-06	9.66761e-06	517188.0
7010	2.62648e-06	1.04974e-05	476308.0	2.82099e-06	1.12748e-05	443466.0
8010	2.82497e-06	1.12849e-05	443067.0	2.82784e-06	1.12714e-05	443597.0
9010	2.53646e-06	1.01364e-05	493269.0	2.97599e-06	1.18796e-05	420886.0
10010	2.65335e-06	1.06276e-05	470472.0	2.29932e-06	9.18545e-06	544337.0
