Time	af_var_linked	linked_F	linked_Ne	af_var_unlinked	unlinked_F	unlinked_Ne
10	3.82176e-06	1.52649e-05	327546.0	3.1596e-06	1.26049e-05	396668.0
1010	3.27001e-06	1.3081e-05	382231.0	2.79932e-06	1.12662e-05	443803.0
2010	3.31652e-06	1.32547e-05	377223.0	3.52477e-06	1.4079e-05	355136.0
3010	2.77703e-06	1.11095e-05	450062.0	3.20771e-06	1.28428e-05	389321.0
4010	3.18645e-06	1.27407e-05	392442.0	3.58173e-06	1.43225e-05	349098.0
5010	3.0389e-06	1.21674e-05	410931.0	3.25437e-06	1.29997e-05	384622.0
6010	3.14922e-06	1.25833e-05	397349.0	3.10585e-06	1.23877e-05	403622.0
7010	3.43333e-06	1.37185e-05	364469.0	3.29999e-06	1.31565e-05	380038.0
8010	3.06756e-06	1.22752e-05	407322.0	3.26357e-06	1.30304e-05	383715.0
9010	3.22812e-06	1.29323e-05	386627.0	3.19123e-06	1.27214e-05	393037.0
10010	3.15191e-06	1.26254e-05	396025.0	3.51831e-06	1.41128e-05	354285.0
