Time	af_var_linked	linked_F	linked_Ne	af_var_unlinked	unlinked_F	unlinked_Ne
10	6.05628e-06	2.4208e-05	206541.0	5.10309e-06	2.03743e-05	245405.0
1010	3.6352e-06	1.45377e-05	343931.0	3.66365e-06	1.48428e-05	336860.0
2010	3.92784e-06	1.57324e-05	317813.0	3.82266e-06	1.53944e-05	324791.0
3010	3.73658e-06	1.49658e-05	334092.0	3.61985e-06	1.45057e-05	344689.0
4010	3.98969e-06	1.59397e-05	313681.0	4.32333e-06	1.72332e-05	290135.0
5010	3.92236e-06	1.56789e-05	318898.0	3.91954e-06	1.56276e-05	319945.0
6010	3.97371e-06	1.58741e-05	314976.0	3.63258e-06	1.44784e-05	345338.0
7010	4.20579e-06	1.6807e-05	297492.0	2.89644e-06	1.15654e-05	432321.0
8010	4.18417e-06	1.67185e-05	299068.0	3.39647e-06	1.35424e-05	369209.0
9010	4.10377e-06	1.64439e-05	304062.0	3.78785e-06	1.51337e-05	330386.0
10010	3.54735e-06	1.41933e-05	352277.0	3.8158e-06	1.52105e-05	328719.0
