Time	af_var_linked	linked_F	linked_Ne	af_var_unlinked	unlinked_F	unlinked_Ne
10	4.42117e-06	1.7672e-05	282932.0	3.11064e-06	1.24044e-05	403080.0
1010	3.52824e-06	1.40931e-05	354781.0	3.18271e-06	1.28304e-05	389696.0
2010	3.10556e-06	1.24185e-05	402622.0	2.90571e-06	1.15819e-05	431706.0
3010	3.29474e-06	1.31603e-05	379929.0	3.21672e-06	1.28489e-05	389137.0
4010	3.49269e-06	1.40046e-05	357022.0	3.40836e-06	1.36437e-05	366466.0
5010	3.23759e-06	1.29348e-05	386551.0	3.23331e-06	1.28941e-05	387770.0
6010	3.27543e-06	1.31388e-05	380550.0	2.97832e-06	1.18877e-05	420600.0
7010	3.56707e-06	1.4386e-05	347557.0	3.31909e-06	1.323e-05	377927.0
8010	3.10962e-06	1.24407e-05	401905.0	3.10613e-06	1.24627e-05	401194.0
9010	3.49187e-06	1.39806e-05	357636.0	3.08499e-06	1.23026e-05	406417.0
10010	3.55133e-06	1.41847e-05	352489.0	3.59566e-06	1.43413e-05	348640.0
