Time	af_var_linked	linked_F	linked_Ne	af_var_unlinked	unlinked_F	unlinked_Ne
10	3.98916e-06	1.59336e-05	313800.0	3.32084e-06	1.33996e-05	373143.0
1010	3.03002e-06	1.21025e-05	413134.0	3.24055e-06	1.30702e-05	382547.0
2010	3.32656e-06	1.32871e-05	376303.0	3.228e-06	1.29557e-05	385928.0
3010	3.18658e-06	1.27402e-05	392456.0	3.07016e-06	1.22368e-05	408600.0
4010	2.78066e-06	1.11174e-05	449743.0	3.47804e-06	1.39658e-05	358016.0
5010	2.87053e-06	1.15716e-05	432089.0	2.95218e-06	1.18473e-05	422035.0
6010	3.2113e-06	1.28267e-05	389809.0	3.2132e-06	1.28449e-05	389257.0
7010	3.20418e-06	1.28012e-05	390585.0	2.89813e-06	1.18362e-05	422430.0
8010	3.12518e-06	1.25316e-05	398988.0	3.40578e-06	1.35923e-05	367852.0
9010	3.03574e-06	1.21429e-05	411759.0	3.08907e-06	1.23542e-05	404717.0
10010	2.93511e-06	1.17278e-05	426334.0	2.89396e-06	1.15554e-05	432695.0
