Time	af_var_linked	linked_F	linked_Ne	af_var_unlinked	unlinked_F	unlinked_Ne
10	2.39401e-06	9.56489e-06	522743.0	2.23469e-06	8.90899e-06	561228.0
1010	2.6549e-06	1.06051e-05	471467.0	2.53516e-06	1.01192e-05	494108.0
2010	2.38347e-06	9.52677e-06	524834.0	2.48148e-06	9.89282e-06	505414.0
3010	2.30741e-06	9.21791e-06	542420.0	2.28391e-06	9.1034e-06	549243.0
4010	2.53301e-06	1.01213e-05	494007.0	2.47331e-06	9.88368e-06	505882.0
5010	2.36961e-06	9.4648e-06	528271.0	2.55184e-06	1.02007e-05	490158.0
6010	2.45419e-06	9.81506e-06	509419.0	2.23616e-06	8.91413e-06	560904.0
7010	2.6279e-06	1.04989e-05	476239.0	2.68911e-06	1.07238e-05	466249.0
8010	2.54349e-06	1.01593e-05	492155.0	3.05972e-06	1.21953e-05	409990.0
9010	2.51705e-06	1.00603e-05	497000.0	2.28764e-06	9.1251e-06	547937.0
10010	2.48834e-06	9.99065e-06	500465.0	2.35429e-06	9.41772e-06	530912.0
