Time	af_var_linked	linked_F	linked_Ne	af_var_unlinked	unlinked_F	unlinked_Ne
10	2.26817e-06	9.06574e-06	551524.0	2.03692e-06	8.12678e-06	615248.0
1010	2.4234e-06	9.67983e-06	516535.0	2.46343e-06	9.8311e-06	508588.0
2010	2.4329e-06	9.71752e-06	514532.0	2.56841e-06	1.02794e-05	486406.0
3010	2.62177e-06	1.04892e-05	476679.0	2.50191e-06	9.98272e-06	500863.0
4010	2.66521e-06	1.06729e-05	468476.0	2.71119e-06	1.08534e-05	460685.0
5010	2.64222e-06	1.05536e-05	473772.0	2.69455e-06	1.07991e-05	462999.0
6010	2.48112e-06	9.91029e-06	504524.0	2.42217e-06	9.67812e-06	516627.0
7010	2.28884e-06	9.14213e-06	546916.0	2.46719e-06	9.83404e-06	508436.0
8010	2.58197e-06	1.03208e-05	484458.0	2.2806e-06	9.09429e-06	549793.0
9010	2.36876e-06	9.49127e-06	526797.0	2.42606e-06	9.70559e-06	515165.0
10010	2.21171e-06	8.83728e-06	565783.0	2.69457e-06	1.07433e-05	465405.0
