Time	af_var_linked	linked_F	linked_Ne	af_var_unlinked	unlinked_F	unlinked_Ne
10	9.24458e-06	3.6997e-05	135144.0	8.53415e-06	3.41775e-05	146293.0
1010	4.31874e-06	1.72586e-05	289708.0	4.87785e-06	1.94976e-05	256440.0
2010	5.05029e-06	2.01999e-05	247523.0	3.96538e-06	1.58084e-05	316285.0
3010	4.40135e-06	1.75816e-05	284386.0	4.2667e-06	1.70311e-05	293578.0
4010	4.55907e-06	1.82152e-05	274494.0	4.31515e-06	1.7236e-05	290087.0
5010	4.16446e-06	1.66444e-05	300399.0	4.37646e-06	1.74438e-05	286632.0
6010	4.53202e-06	1.81386e-05	275652.0	3.83561e-06	1.5329e-05	326177.0
7010	4.58263e-06	1.83066e-05	273124.0	4.176e-06	1.67222e-05	299002.0
8010	4.45646e-06	1.78042e-05	280830.0	4.13291e-06	1.6673e-05	299883.0
9010	4.18168e-06	1.67032e-05	299341.0	3.87057e-06	1.54436e-05	323756.0
10010	4.16991e-06	1.6657e-05	300172.0	4.29226e-06	1.7137e-05	291764.0
