Time	af_var_linked	linked_F	linked_Ne	af_var_unlinked	unlinked_F	unlinked_Ne
10	0.00010852	0.000433697	11526.3	4.80166e-05	0.000191658	26085.6
1010	1.08464e-05	4.33436e-05	115355.0	8.4555e-06	3.3847e-05	147721.0
2010	1.01631e-05	4.06883e-05	122883.0	8.54919e-06	3.42029e-05	146184.0
3010	1.0024e-05	4.01381e-05	124568.0	9.10986e-06	3.65697e-05	136723.0
4010	1.03518e-05	4.13687e-05	120862.0	8.55543e-06	3.42052e-05	146174.0
5010	9.50432e-06	3.79867e-05	131623.0	7.96928e-06	3.27316e-05	152755.0
6010	9.96314e-06	3.97951e-05	125641.0	7.49536e-06	2.99803e-05	166774.0
7010	9.39917e-06	3.75604e-05	133116.0	8.69188e-06	3.46508e-05	144294.0
8010	9.98817e-06	3.99072e-05	125288.0	8.38816e-06	3.39526e-05	147262.0
9010	1.00818e-05	4.0401e-05	123757.0	8.27908e-06	3.32236e-05	150493.0
10010	9.70075e-06	3.87569e-05	129007.0	7.45062e-06	2.97682e-05	167962.0
