Time	af_var_linked	linked_F	linked_Ne	af_var_unlinked	unlinked_F	unlinked_Ne
10	3.81977e-06	1.52635e-05	327576.0	3.361e-06	1.33994e-05	373148.0
1010	3.17813e-06	1.27749e-05	391390.0	3.42475e-06	1.37784e-05	362884.0
2010	3.2543e-06	1.30037e-05	384502.0	3.27413e-06	1.31335e-05	380704.0
3010	3.37354e-06	1.34748e-05	371061.0	3.38737e-06	1.3502e-05	370314.0
4010	3.28412e-06	1.31344e-05	380676.0	3.38018e-06	1.34771e-05	370998.0
5010	3.42181e-06	1.36678e-05	365819.0	3.29117e-06	1.31424e-05	380446.0
6010	3.30075e-06	1.32379e-05	377700.0	3.67931e-06	1.48547e-05	336591.0
7010	3.08985e-06	1.23415e-05	405134.0	3.26476e-06	1.30238e-05	383909.0
8010	3.32935e-06	1.33019e-05	375882.0	3.13081e-06	1.24801e-05	400637.0
9010	3.28103e-06	1.31051e-05	381530.0	2.98179e-06	1.20035e-05	416542.0
10010	3.20699e-06	1.28094e-05	390337.0	3.04808e-06	1.22261e-05	408959.0
