Time	af_var_linked	linked_F	linked_Ne	af_var_unlinked	unlinked_F	unlinked_Ne
10	7.90523e-06	3.15766e-05	158342.0	6.15787e-06	2.46264e-05	203032.0
1010	4.93145e-06	1.9725e-05	253482.0	4.43376e-06	1.76844e-05	282732.0
2010	4.91075e-06	1.96155e-05	254898.0	4.7008e-06	1.87515e-05	266643.0
3010	5.52844e-06	2.2091e-05	226334.0	3.83403e-06	1.52872e-05	327068.0
4010	5.5489e-06	2.21739e-05	225488.0	4.31869e-06	1.72401e-05	290020.0
5010	5.16289e-06	2.06219e-05	242458.0	4.73425e-06	1.88757e-05	264889.0
6010	5.61116e-06	2.24174e-05	223039.0	4.25068e-06	1.70619e-05	293048.0
7010	4.62576e-06	1.84843e-05	270498.0	4.73067e-06	1.88585e-05	265131.0
8010	4.98854e-06	1.99254e-05	250933.0	4.66515e-06	1.86355e-05	268303.0
9010	4.92197e-06	1.96715e-05	254172.0	4.65624e-06	1.86996e-05	267383.0
10010	4.73086e-06	1.89333e-05	264083.0	4.10716e-06	1.6372e-05	305396.0
