Time	af_var_linked	linked_F	linked_Ne	af_var_unlinked	unlinked_F	unlinked_Ne
10	7.93651e-06	3.17103e-05	157675.0	6.05467e-06	2.42098e-05	206525.0
1010	6.84382e-06	2.73387e-05	182889.0	4.9941e-06	2.02013e-05	247507.0
2010	6.28097e-06	2.50912e-05	199270.0	5.22314e-06	2.09035e-05	239192.0
3010	6.85119e-06	2.73654e-05	182710.0	6.05886e-06	2.448e-05	204246.0
4010	5.67136e-06	2.26949e-05	220312.0	6.70207e-06	2.69606e-05	185453.0
5010	6.24906e-06	2.5001e-05	199990.0	5.09006e-06	2.03587e-05	245592.0
6010	6.17118e-06	2.46555e-05	202792.0	6.27778e-06	2.50344e-05	199723.0
7010	6.64161e-06	2.65748e-05	188145.0	6.20062e-06	2.48397e-05	201288.0
8010	6.75414e-06	2.69856e-05	185282.0	6.33159e-06	2.54483e-05	196474.0
9010	6.54377e-06	2.6228e-05	190633.0	5.54063e-06	2.24648e-05	222568.0
10010	6.92676e-06	2.76742e-05	180671.0	5.93306e-06	2.36642e-05	211287.0
