Time	af_var_linked	linked_F	linked_Ne	af_var_unlinked	unlinked_F	unlinked_Ne
10	2.4181e-06	9.7057e-06	515158.0	2.49407e-06	9.95018e-06	502501.0
1010	2.39434e-06	9.56519e-06	522726.0	3.02296e-06	1.20796e-05	413919.0
2010	2.43991e-06	9.74667e-06	512993.0	2.56765e-06	1.02433e-05	488122.0
3010	2.19868e-06	8.79045e-06	568796.0	2.61689e-06	1.04406e-05	478897.0
4010	2.59769e-06	1.03762e-05	481868.0	2.37948e-06	9.48932e-06	526906.0
5010	2.42633e-06	9.69207e-06	515883.0	2.48603e-06	9.99521e-06	500237.0
6010	2.49821e-06	9.98124e-06	500937.0	2.09183e-06	8.3455e-06	599123.0
7010	2.48798e-06	9.96717e-06	501645.0	2.61559e-06	1.04675e-05	477664.0
8010	2.33372e-06	9.33804e-06	535442.0	2.2317e-06	8.91492e-06	560855.0
9010	2.43611e-06	9.73129e-06	513804.0	2.6526e-06	1.05827e-05	472468.0
10010	2.48017e-06	9.92553e-06	503749.0	2.34818e-06	9.43931e-06	529697.0
