Time	af_var_linked	linked_F	linked_Ne	af_var_unlinked	unlinked_F	unlinked_Ne
10	9.31349e-06	3.72774e-05	134127.0	7.06217e-06	2.83374e-05	176442.0
1010	4.16814e-06	1.66485e-05	300325.0	4.16377e-06	1.66099e-05	301024.0
2010	4.11884e-06	1.64524e-05	303904.0	4.25467e-06	1.69863e-05	294352.0
3010	4.28579e-06	1.71317e-05	291854.0	3.64083e-06	1.45153e-05	344462.0
4010	4.48773e-06	1.79913e-05	277910.0	3.66807e-06	1.47288e-05	339468.0
5010	4.35067e-06	1.73853e-05	287597.0	4.06933e-06	1.62576e-05	307546.0
6010	4.20752e-06	1.68407e-05	296897.0	3.60589e-06	1.44031e-05	347146.0
7010	4.57627e-06	1.82873e-05	273411.0	4.51791e-06	1.80633e-05	276802.0
8010	4.09436e-06	1.65054e-05	302929.0	3.61757e-06	1.44514e-05	345985.0
9010	4.27737e-06	1.71451e-05	291626.0	4.47799e-06	1.7848e-05	280141.0
10010	4.43619e-06	1.77444e-05	281777.0	4.06338e-06	1.66035e-05	301139.0
