Time	af_var_linked	linked_F	linked_Ne	af_var_unlinked	unlinked_F	unlinked_Ne
10	2.7026e-06	1.07973e-05	463078.0	2.828e-06	1.1369e-05	439790.0
1010	2.9103e-06	1.16407e-05	429525.0	2.96249e-06	1.19663e-05	417837.0
2010	2.89837e-06	1.15803e-05	431764.0	2.778e-06	1.10788e-05	451311.0
3010	3.0342e-06	1.21231e-05	412434.0	2.67381e-06	1.06635e-05	468885.0
4010	2.80507e-06	1.12831e-05	443139.0	2.99689e-06	1.19473e-05	418501.0
5010	2.90914e-06	1.16437e-05	429413.0	3.17865e-06	1.27376e-05	392535.0
6010	2.88266e-06	1.15172e-05	434129.0	2.67024e-06	1.06626e-05	468928.0
7010	2.44183e-06	9.75315e-06	512652.0	2.54682e-06	1.04583e-05	478086.0
8010	2.9209e-06	1.16754e-05	428249.0	2.84215e-06	1.13286e-05	441357.0
9010	2.71726e-06	1.08736e-05	459825.0	2.70752e-06	1.08001e-05	462954.0
10010	2.77817e-06	1.10982e-05	450519.0	2.41622e-06	9.93467e-06	503286.0
