Time	af_var_linked	linked_F	linked_Ne	af_var_unlinked	unlinked_F	unlinked_Ne
10	2.26859e-06	9.13927e-06	547087.0	2.19951e-06	8.76713e-06	570309.0
1010	2.47378e-06	9.88796e-06	505663.0	2.66303e-06	1.0643e-05	469788.0
2010	2.57325e-06	1.02852e-05	486132.0	2.58386e-06	1.07808e-05	463783.0
3010	2.13781e-06	8.5567e-06	584335.0	2.4431e-06	9.74774e-06	512937.0
4010	2.45959e-06	9.82633e-06	508834.0	2.66462e-06	1.06276e-05	470471.0
5010	2.60536e-06	1.04255e-05	479593.0	2.38557e-06	9.51619e-06	525418.0
6010	2.61858e-06	1.04619e-05	477924.0	2.71543e-06	1.08599e-05	460405.0
7010	2.38055e-06	9.52856e-06	524736.0	2.46784e-06	9.91249e-06	504412.0
8010	2.70971e-06	1.08248e-05	461900.0	2.63986e-06	1.05806e-05	472561.0
9010	2.3111e-06	9.23108e-06	541646.0	2.6277e-06	1.05214e-05	475220.0
10010	2.70463e-06	1.08161e-05	462270.0	2.4889e-06	9.95518e-06	502249.0
