Time	af_var_linked	linked_F	linked_Ne	af_var_unlinked	unlinked_F	unlinked_Ne
10	2.25937e-06	9.03414e-06	553454.0	2.43618e-06	9.71052e-06	514903.0
1010	2.48272e-06	9.91668e-06	504199.0	2.0312e-06	8.09696e-06	617513.0
2010	2.49769e-06	9.98708e-06	500644.0	2.51866e-06	1.0095e-05	495293.0
3010	2.58608e-06	1.03624e-05	482513.0	2.45273e-06	9.81425e-06	509461.0
4010	2.57748e-06	1.03454e-05	483304.0	2.22551e-06	8.90684e-06	561364.0
5010	2.53954e-06	1.01591e-05	492168.0	2.5181e-06	1.00489e-05	497565.0
6010	2.35403e-06	9.42857e-06	530300.0	2.31788e-06	9.24763e-06	540676.0
7010	2.32322e-06	9.28058e-06	538757.0	2.52119e-06	1.00736e-05	496344.0
8010	2.5709e-06	1.02897e-05	485920.0	2.468e-06	9.83769e-06	508247.0
9010	2.23596e-06	8.94648e-06	558877.0	2.19866e-06	8.81825e-06	567004.0
10010	2.55568e-06	1.02237e-05	489057.0	2.58617e-06	1.03798e-05	481702.0
