Time	af_var_linked	linked_F	linked_Ne	af_var_unlinked	unlinked_F	unlinked_Ne
10	2.5567e-06	1.0238e-05	488375.0	2.79926e-06	1.11964e-05	446569.0
1010	2.87057e-06	1.14656e-05	436084.0	2.63527e-06	1.05089e-05	475783.0
2010	2.58781e-06	1.03399e-05	483559.0	2.57075e-06	1.02476e-05	487918.0
3010	2.74694e-06	1.11249e-05	449439.0	2.74082e-06	1.09268e-05	457590.0
4010	2.64767e-06	1.05775e-05	472699.0	2.35867e-06	9.43268e-06	530070.0
5010	2.84266e-06	1.13688e-05	439798.0	2.62438e-06	1.0464e-05	477827.0
6010	2.59169e-06	1.04211e-05	479792.0	2.49475e-06	9.9456e-06	502732.0
7010	2.76638e-06	1.10713e-05	451618.0	2.80334e-06	1.12196e-05	445648.0
8010	2.58834e-06	1.034e-05	483559.0	2.49461e-06	9.94295e-06	502867.0
9010	2.80218e-06	1.11927e-05	446717.0	2.44489e-06	9.75234e-06	512695.0
10010	2.8142e-06	1.12413e-05	444788.0	3.03339e-06	1.20974e-05	413309.0
